P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,Temperature
13.342628,647.09781,1.74,192.77232340974888
1.2124928,1.9387508,0.0529,1105.5832997633784
2.167572,5.3395104,0.1004,802.513689614402
3.2490251,10.615455,0.1647,626.5741971978802
3.8319523,14.047998,0.3374,437.7707765348954
13.528064,472.8645,1.3649,217.65512066121315
14.122361,177.98368,0.586,332.177718508452
13.958585,232.01444,2.112,174.97352815294525
1.4510893,2.701538,0.1207,731.92346548399
1.3585186,2.4154928,0.2036,563.5473593071138
2.0276086,4.76742,0.3499,429.8800935149227
2.0284047,4.7705983,0.509,356.41864495675367
14.168487,165.27056,0.524,351.280192776559
12.445709,3146.4972,2.1,175.47274037467974
13.632125,397.285,0.95,260.8900423563425
13.564318,444.9592,1.05,248.15592926464504
15.5819,232.01444,0.04855456,1153.9959760905324
14.216262,153.09775,1.487,208.52773291304217
13.613245,409.99812,1.13,239.21041481947594
13.412535,574.63303,1.148,237.32766256159601
14.01136,212.94476,2.656,156.02898041683466
3.6607614,12.999165,0.143,672.4365126694456
14.180596,162.09228,0.03,1468.110276178865
13.248847,759.60893,1.19,233.10190632349327
12.763674,1773.4803,1.89,184.9645089517919
9.5234156,65.898458,0.362,422.63457267289004
12.058624,6451.9085,3.23,141.48749082172498
1.1909283,1.8179762,0.057638,1059.1680082080268
1.1725576,1.7194495,0.067393,979.5168498305562
1.4820307,2.8000647,0.08799,857.2404331650355
1.505679,2.8763434,0.15417,647.6186838905032
2.4020004,6.3565601,0.05,1137.193330007343
12.521925,104.88324,1.282,224.58218007878267
13.627346,400.46328,2.56,158.92759934098567
13.291141,706.53165,2.497,160.9200040190653
13.737106,333.7194,0.61,325.57750327752285
14.111367,181.16196,0.46,374.92153814138663
2.7970481,8.2317453,0.1455,666.6345361191547
4.344511,17.385192,0.2586,500.0403444305616
13.60862,413.1764,0.08,899.0302656936772
13.199843,826.35281,5.32,110.2461646568829
0.8968,3.699518,0.0695,964.5547934181303
12.297422,4131.764,2.38,164.82793866885345
12.025735,6865.0849,4.56,119.07946768920588
9.3233728,63.565601,0.69,306.12215400860623
12.419283,3302.233,6.22,101.95865870692411
1.60303,4.7388155,0.03876,1291.5981721310652
1.51335,4.3606002,0.0653,995.090809731422
1.61424,16.171089,0.237,522.3301956558915
1.31157,7.3005092,0.1463,664.8093868047657
3.2832766,10.806152,0.3753,415.0782946014393
12.74405,108.06152,3.11,144.19131794470172
13.766628,317.828,3.2,142.1491662509179
4.7082,16.600157,0.06356,1008.6195032044965
4.8526363,20.976648,0.0507,1129.3155970606651
12.234777,4640.2888,5.79,105.67689006295629
12.164573,5288.658,1.6,201.02927879207593
13.69923,355.33171,3.396,137.98613974482473
13.54339,460.8506,4.94,114.40785190299037
13.083405,1010.693,0.74,295.59933047381367
13.099943,982.08853,1.25,227.4386660014686
9.37156,60.387321,0.1228,725.6381752117157
12.45689,3082.9316,18.5,59.11986609476273
13.48116,511.70308,2.306,167.45173605395854
13.499887,495.81168,1.83,187.97225915936406
13.318914,673.79537,5.14,112.15993435121636
12.537983,2660.2204,1.34,219.66805603859598
12.725789,1897.4332,2.28,168.40379820624372
13.984382,222.4796,0.191,581.8387242167861
12.271051,4338.3522,1.167,235.3877609841486
13.197614,829.53109,1.6,201.02927879207593
13.512592,485.32336,2.37,165.17531089540043
13.692797,359.14564,0.567,337.69744630254223
12.671855,2089.7191,0.747,294.21106697164487
4.4226141,17.919143,0.121,731.0155592439124
4.3140287,17.178604,0.17,616.7296742670377
12.496181,2869.9869,2.77,152.78454366732123
12.722982,1906.968,5.7,106.50791379102166
12.802263,1655.8839,1.16,236.0969144423307
12.189282,5050.287,1.92,183.51378452235812
12.972323,1226.8161,4.92,114.64015234908688
12.302021,4096.803,1.29,223.8847182078823
3.4580748,11.800954,0.034,1379.049475402399
12.88758,1423.8695,6.19,102.20543274769545
13.820541,290.81262,2.971,147.52580054990187
14.302258,133.48776,0.04,1271.4207947278853
16.1424,371.85876,0.0568,1066.9526294864027
2.8444746,8.4701163,0.21892805,543.4612727243581
13.499887,495.81168,1.271,225.5519211862188
13.525589,474.83504,3.242,141.22539583133516
14.015979,211.35562,0.125,719.2242125549417
8.2351351,51.488136,0.198,571.4611499589641
12.780541,1721.0386,5.448,108.9433577270883
12.732395,1875.1852,1.02,251.77883519785323
13.677019,368.68048,2.15,173.4203570178937
13.778872,311.47144,0.06,1038.1107318157306
2.8034041,8.2635281,0.066,989.799746280663
13.506782,490.09078,1.18,234.08754245892112
13.246413,762.78721,2.28,168.40379820624372
13.239175,772.32205,3.43,137.30054018637085
13.577252,435.42436,1.23,229.28030469817375
12.521629,2740.313,3.704,132.12463997619426
12.591335,2415.4928,9.89,80.85765838296886
13.646704,387.75016,2.34,166.23075493090084
14.231651,149.37916,2.69,155.03978802273187
13.504858,491.67992,1.85,186.95343182361415
14.059257,197.05336,1.26,226.5343337281708
3.2202885,10.456541,0.1254,718.0762082915364
3.8472502,14.143346,0.2663,492.7580440883153
3.4619133,11.823202,0.8098,282.57284207372703
1.70392,3.5484667,0.0186,1864.501915250006
2.85855,8.541399,0.1841,592.6419800489559
2.5209198,6.9000459,0.07757,913.0034322936077
13.10935,966.19713,0.59,331.049777327994
13.984382,222.4796,3.41,137.7025924091668
14.218473,152.55744,0.04,1271.4207947278853
13.570748,440.19178,1.07,245.82577503897664
12.725789,1897.4332,1.9439869,182.37807982852058
12.499561,104.56541,0.1508,654.8150238466599
12.491937,2892.2348,1.1,242.45043259238764
13.350175,638.83429,1.6,201.02927879207593
13.431791,556.19901,2.24,169.9007502961281
13.887363,260.61896,2.07,176.73970802177686
8.4134388,53.395104,0.7181,300.0729463619878
6.0880041,30.829316,0.4817,366.37934572710196
4.259727,16.813101,0.2687,490.55247668376035
6.8669448,37.821532,1.543,204.7087200676051
13.606892,120.77464,6.36,100.83022773739725
12.987313,1195.0333,0.389,407.70356150442444
10.071404,72.464785,0.295,468.17508491784224
14.006778,214.5339,0.53364,348.09286236076616
14.02816,207.22386,1.71,194.45595645386044
13.987908,221.20829,2.807,151.77425144748273
13.180094,854.95733,0.277,483.1471492581901
13.081598,1013.8713,3.74,131.48720835149473
14.024252,127.1312,1.02,251.77883519785323
13.904757,253.30892,0.1294,706.8905367836504
12.297839,4128.5858,3.64,133.28111402061728
12.457004,3082.296,1.623,199.59977436477524
12.439113,3184.6366,3.1,144.42369733470213
2.8501287,8.4987208,0.041,1255.8199487484746
1.82972,4.0046328,0.0468,1175.4289405339912
2.4581349,6.6108225,0.0799,899.5926869346074
3.0439444,9.5030573,0.1321,699.629151741937
2.1370242,5.2123792,0.247,511.6474680296303
2.5610495,7.0875645,0.6,328.27943760019326
13.177942,858.13561,1.4,214.90933884291684
12.864048,1484.2568,0.85,275.8098950804798
13.21341,807.28313,1.694181,195.36168952623237
12.111747,5838.5004,0.017420488,1926.5893160093613
13.499887,495.81168,1.28,224.7575664234193
13.484857,508.5248,1.67,196.7709898574907
13.289303,708.75645,1.17,235.08578810679825
13.30526,689.68677,6.95,96.45547934181303
13.894862,257.44068,1.662,197.24399772714497
3.888344,14.400787,0.554,341.63662555141525
4.1205931,15.8914,0.12,734.0551380894325
13.374969,612.45456,1.157,236.40280562798085
14.079556,190.6968,0.92,265.10956203266534
13.211125,810.46141,0.238,521.2317082241191
14.100574,184.34024,1.19,233.10190632349327
3.5272601,12.204595,0.0644,1002.0199590338339
2.9099598,8.8038357,0.11,766.6955866850669
13.418441,568.91213,1.92,183.51378452235812
8.9671516,59.497402,0.6813,308.070498589794
14.0226,209.09904,0.8972,268.45696341631594
14.283089,137.61953,0.237,522.3301956558915
10.019274,71.829129,0.0398,1274.6113161677963
5.0237627,22.24796,0.05,1137.193330007343
12.976809,111.43368,2.395,164.31096529299393
13.253747,753.25237,1.19,233.10190632349327
13.253747,753.25237,4.6,118.5606004380474
13.431791,556.19901,1.214,230.78626705925595
13.395811,591.16009,1.853,186.802032069946
12.612149,2326.501,1.93,183.03774277491092
13.513371,484.6877,1.814,188.79942381123698
13.479321,513.29222,1.167,235.3877609841486
6.1982112,31.7828,0.06,1038.1107318157306
13.471661,519.96661,3.833,129.8822777608731
13.130626,931.23605,9.02,84.66736367248174
12.830676,1574.5199,2.353,165.7709179367703
3.6237276,12.776686,0.1059,781.3962557530022
3.8726528,14.30226,0.3809,412.0157515164464
13.651647,384.57188,0.52,352.62868216019734
13.501411,494.54037,1.57,202.94085218234522
13.735382,334.67289,1.93,183.03774277491092
12.970846,1229.9944,3.18,142.595475563395
12.743913,1837.0459,0.53,349.28615475982537
13.455586,534.26887,1.911,183.9454129928187
12.521925,104.88324,1.2,232.1286164512027
12.589153,2425.0277,0.64,317.85519868197133
12.643373,2199.3698,1.086,244.00818430153552
13.731379,336.89768,0.77,289.78369337992166
13.22032,797.74829,1.6,201.02927879207593
13.271242,731.00441,1.64,198.56256845605506
10.632932,79.457001,0.04,1271.4207947278853
14.156616,168.44884,0.94,262.2740841235162
4.4050326,17.798368,0.246,512.6863472069809
14.20558,155.73572,0.14,679.6030011845124
13.610928,411.58726,1.301,222.93623256415654
13.34436,645.19085,5.75,106.04382481306614
12.722982,1906.968,1.2,232.1286164512027
13.079078,1018.3209,3.467,136.56593582798058
13.105568,972.55369,1.08,244.68504602981082
12.842659,1541.4658,3.86,129.42722912921852
13.455938,533.95104,3.55,134.96001858731046
13.103687,975.73197,2.18,172.2229639381519
13.361988,626.12117,0.07,961.1037813045959
3.1739337,10.202279,0.0785,907.5790817829209
3.4564288,11.791419,0.186,589.6072753936252
4.4511957,18.116196,0.63,320.36792710153196
12.713733,1938.7508,1.76,191.67389667126673
13.355165,633.43121,3.318,139.5986167793532
11.126015,85.813561,1.36,218.04686741659648
13.425744,561.91991,1.88,185.45578341322934
12.973804,1223.6378,4.75,116.67357387231625
12.776919,1732.1626,0.228,532.5395689551083
13.098639,984.31333,2.187,171.9471232971872
13.101812,978.91025,0.65,315.4006816505474
13.284082,715.11301,1.03,250.55362678245984
13.702474,353.42474,2.99,147.056326080704
13.415153,572.09041,0.292,470.5739481967065
12.558821,2561.6937,3.85,129.5952074336921
14.183048,161.45663,2.38,164.82793866885345
14.20558,155.73572,0.05,1137.193330007343
13.766628,317.828,1.032,250.31072451810485
12.757668,1792.5499,8.4,87.73637018733987
13.175798,861.31389,1.191,233.00402603098823
9.5951891,66.743881,0.05,1137.193330007343
12.962069,1249.0641,1.149,237.22436433578346
4.5877261,19.06968,0.06,1038.1107318157306
2.4020004,6.3565601,0.06,1038.1107318157306
2.7219203,7.8598865,0.1134,755.1144457605693
2.4203436,6.4391953,0.1551,645.674161200051
13.590486,425.88952,2.98,147.30285823379486
11.9947,1392.0867,0.47470924,369.0672113560287
12.615953,2310.6096,1.94,182.56538652222676
13.177942,858.13561,0.81,282.53795438397447
13.263677,740.53925,1.58,202.29761489965296
13.455586,534.26887,1.18306,233.7846112192496
13.365281,622.62506,0.74345,294.9126645472346
9.5830736,66.600858,0.533,348.30178599716805
12.74405,108.06152,0.04,1271.4207947278853
14.00223,216.12304,2.45,162.456190001049
6.1616287,31.464972,1.373,217.0121438274351
1.5968584,3.17828,0.26,498.69226479270253
13.34436,645.19085,0.76,291.6839346807906
13.531193,470.38544,0.0346,1367.040107604531
13.817228,292.40176,2.84,150.88988790293067
12.636979,2224.796,2.86,150.36137528817787
12.249742,4513.1576,3.02,146.32409086149667
13.012187,1144.1808,2.72,154.18241856675942
12.323017,3941.0672,0.117,743.4065359532053
13.507553,489.45512,3.58,134.3933540051102
11.474158,90.422067,0.0479,1161.8539778198347
13.321685,670.61709,3.27,140.61946121274008
7.3986,34.96108,0.1066,778.8264701742522
12.539303,2653.8638,0.917,265.5428658827437
4.4511957,18.116196,0.25,508.5683178911541
13.703559,352.78908,2.2,171.43834498768925
12.987313,1195.0333,0.97,258.1864456396193
13.001165,1166.4288,10.5,78.47379513519115
12.15691,5364.9367,9.62,81.98450330893539
13.39483,117.59636,0.477,368.1799347343704
13.984382,222.4796,0.189,584.9091345822658
13.408631,578.44697,0.654,314.43467423108183
13.627346,400.46328,2.74,153.61867840290546
12.825459,1589.14,55.7,34.07153565694701
13.627346,400.46328,1.36,218.04686741659648
13.036576,1096.5066,3.33,139.34686072815794
12.40681,3378.5117,1.28,224.7575664234193
12.990362,1188.6767,5.15,112.0509882989384
13.622607,403.64156,1.11,241.3558426563938
12.04166,6661.6749,1.42,213.39052589728053
13.969625,227.88268,1.332,220.32673234762413
2.3541,9.5348401,0.084368014,875.4480766041454
13.363782,624.2142,1.26,226.5343337281708
12.653927,2158.0521,6.57,99.20569892264514
13.263677,740.53925,1.864,186.25003023109397
14.273013,139.84432,1.11,241.3558426563938
5.0237627,22.24796,0.12,734.0551380894325
13.641803,390.92844,1.98,180.71188281693642
12.752715,1808.4413,2.6140534,157.2758635242356
12.549308,2606.1896,0.81,282.53795438397447
13.359012,629.29945,0.72,299.6767552312257
13.499887,495.81168,1.134,238.78815426990758
13.182254,851.77905,0.706,302.63346853202086
2.4662,12.71312,0.079619051,901.178470090155
13.180399,114.41808,0.25,508.5683178911541
12.96644,1239.5292,0.0696,963.8616170487444
13.604033,416.35468,0.549,343.1888217559693
14.089972,187.51852,1.94,182.56538652222676
3.6109693,12.700407,0.217,545.8702665315482
0.0,0.0,0.128569,709.1713349962421
0.0,0.0,0.2065397,559.5224736503422
0.0,0.0,2.2156187,170.8330107516303
0.0,0.0,2.1756602,172.39464535994955
13.791378,305.11488,0.89,269.54066940151193
12.218803,4780.1332,7.7,91.63764998564096
2.8739157,8.6194954,0.063,1013.0923389076265
3.5671391,12.439788,0.099,808.1681086412922
2.4020004,6.3565601,0.07,961.1037813045959
14.209667,129.99801,0.178,602.7112594825784
14.160507,167.40001,1.01,253.02219503211725
12.487126,2917.6611,0.565,338.2946128985969
14.29039,136.03039,0.177,604.4114356653487
13.914824,249.17715,0.316,452.3512186016983
16.815,2860.452,92.0,26.510956203266534
12.722982,1906.968,2.81,151.693211528144
12.383214,3527.8908,4.91,114.75683446819538
13.572908,438.60264,0.46,374.92153814138663
12.724853,1900.6115,3.82,130.10309392904867
12.498012,2860.452,20.25,56.50759087679489
4.5493331,18.799526,0.335,439.33611207719196
13.246413,762.78721,2.1,175.47274037467974
11.992551,7310.0441,740.0,9.347671591180708
12.053424,6515.4741,345.0,13.690198915638065
13.324471,667.43881,0.36,423.80693157596176
12.771786,1748.054,2.8,151.963850836144
13.714527,346.43252,0.06,1038.1107318157306
12.066526,6356.5601,2.55,159.23891716987748
11.78171,6991.8029,773.0,9.145965502966225
12.4431,9534.8401,20.3,56.43795734340964
13.278911,721.46957,0.92,265.10956203266534
2.08506,4.999023,0.048,1160.6430822560135
1.93933,4.4203935,0.0674,979.465983391491
2.16353,5.3226161,0.1027,793.476527635853
13.452,2224.796,68.0,30.836483713351885
13.452,3178.28,38.0,41.25033763519221
13.452,3178.28,24.0,51.905536590786525
13.1157,3178.28,16.4,62.790997437423734
12.695699,2002.3164,2.038,178.12185777495947
3.84503,26.999489,0.13694401,687.1440425145273
3.5872,12.558796,0.0296,1477.9966523690682
1.99538,4.6394796,0.1088855,770.609362313165
1.30036,2.2425611,0.082772531,883.8451606200168
1.96175,4.5075054,0.023,1676.7000910258416
3.37421,11.319175,0.0796,901.2863050393593
15.98546,1000.0,0.0475,1166.7357387231625
5.33596,24.645874,0.0581,1054.9484532819217
7.55554,44.483696,0.2257,535.246118282314
2.55588,7.063293,0.1027,793.476527635853
1.9057,8.6004258,0.0621,1020.4071800286874
12.14043,99.515976,0.0642,1003.5795241161638
10.67192,79.952271,0.0954,823.2753620174881
12.06196,98.426376,0.143,672.4365126694456
0.69502,0.26380241,0.048,1160.6430822560135
2.02901,4.773015,0.0189,1849.6450895179191
2.06264,4.9081044,0.0492,1146.4015234908686
2.54467,7.010777,0.245,513.7315803963869
2.53346,6.9584217,0.0698,962.4797358835799
2.33168,6.0438495,0.0802,897.9085805835302
2.00659,4.6838183,0.078,910.4833422676752
7.49949,43.924877,0.0525,1109.7870537107515
1.21068,1.9283813,0.0285,1506.2493618332724
2.75766,8.0359058,0.1649,626.1941096911428
2.90339,8.7701168,0.049,1148.7387359547195
2.17474,5.369523,0.121,731.0155592439124
1.97296,4.5513229,0.0656,992.8128422802752
8.37387,52.969452,0.0411,1254.291256826082
1.42367,2.6154425,0.056,1074.546694214584
1.04253,1.1283145,0.057,1065.0791379102166
1.89449,4.2482729,0.2114,553.0530789101988
1.25552,2.1128564,0.032,1421.4916625091787
1.70392,3.5484667,0.0095,2608.900423563425
14.573,155.73572,0.087981497,857.2818563025446
1.3452,2.3754251,0.03194,1422.8261879126358
1.60303,3.1991632,0.04341,1220.4624246888513
2.00659,4.6838183,0.07487,929.3202259815064
1.72634,3.6281006,0.1346,693.1013998331448
0.98648,0.92556667,0.070645503,956.7028001338334
2.9146,8.8276834,0.11841416,738.9541400451991
1.44609,2.685755,0.15362597,648.7643646164531
0.88559,158.914,0.0058,3338.914584387843
1.5694,3.086051,0.0338,1383.1234856825802
2.52225,6.9062285,0.04454,1204.8811209953524
2.65677,7.5431552,0.05883,1048.3827867862826
3.29574,10.875888,0.07807,910.075066830224
2.81371,8.3151703,0.1043,787.3668965762761
9.11373,61.157993,0.1796,600.0205707807187
4.80909,20.658056,0.0627,1015.5131125833383
12.25253,101.08109,0.0687,970.1545780182529
1.51335,5.0788915,0.0074765787,2940.8159917744533
6.99504,7.3990359,0.068350353,972.6328310094879
2.05143,5.7717565,0.025857559,1581.3410458085268
2.18595,7.4943843,0.03409948,1377.0364235296463
1.37883,2.4771268,0.0159,2016.6045547479448
1.33399,2.3419147,0.0454,1193.41469034962
1.72634,3.6281006,0.0616,1024.5400733311292
1.63666,3.3139434,0.0774,914.0055346935166
1.63666,3.3139434,0.083,882.6332009149346
2.47741,6.6990733,0.091,842.9437787795051
1.99538,4.6394796,0.0727,943.08774296492
1.49093,2.8286707,0.0373,1316.633466867929
2.28684,5.8478451,0.1716,613.8477441319396
1.99538,4.6394796,0.0614,1026.2073487600726
1.99538,4.6394796,0.0405,1263.5481444526035
2.07385,4.9534779,0.0677,977.2934129157429
1.80481,3.9125102,0.0562,1072.6329853151599
2.60072,7.2749643,0.0946,826.7491131508798
1.9057,4.2910395,0.1937,577.7693450323935
1.15463,1.6270695,0.0149,2083.17699890554
1.05374,1.1724075,0.0097937989,2569.4709666634653
2.64556,7.4891982,0.0887,853.802645260401
1.27794,2.1773119,0.0622,1019.5865870692411
2.26442,5.7508411,0.1013,798.9407689724892
2.0178,4.7283306,0.0667,984.592195512518
2.54467,7.010777,0.1229,725.3429002553552
3.18364,10.255306,0.046542007,1178.6822741298272
6.12066,31.110601,0.086136269,866.4156289328569
1.43488,2.6505029,0.0795,901.8529736304201
2.4662,6.6476898,0.065176056,996.0365324584127
3.2509,10.625858,0.13859719,683.0336395593365
1.27794,2.1773119,0.032548317,1409.467406420189
1.55819,3.0487196,0.049245481,1145.8720177307655
2.64556,7.4891982,0.10732715,776.1836805678128
2.18595,5.4165988,0.0858,868.1118049835185
2.82492,8.3714933,0.091283067,841.6357879180007
1.86086,4.1210313,0.11832195,739.2420227711236
1.27794,2.1773119,0.06708697,981.7484341769995
2.23079,5.6065874,0.119,737.1329509094451
1.42367,2.6154425,0.074458463,931.8848952044656
1.80481,3.9125102,0.10340674,790.7603455765058
2.6904,7.7059808,0.059552444,1042.0043001690563
1.67029,3.4303813,0.11260838,757.7639680552137
3.20606,10.378222,0.18286359,594.6421432382523
1.60303,3.1991632,0.06100494,1029.5247787970573
2.60072,7.2749643,0.126,716.3644628097227
2.04022,4.8178725,0.090488158,845.3244528576986
1.49093,2.8286707,0.058479884,1051.5164099701212
2.11869,5.1366839,0.12200615,727.9950804481081
3.55357,12.359554,0.081661481,889.8374505787474
2.51104,6.8541965,0.054772665,1086.5191113579779
2.36531,8.921432,0.1429,672.671753716582
2.6499429,7.5102757,0.06,1038.1107318157306
2.30926,5.9455152,0.0753,926.6629894544697
2.83613,8.4279728,0.0706,957.0110567580799
2.75766,8.0359058,0.0529,1105.5832997633784
2.60072,7.2749643,0.011533251,2367.7913738802285
2.86976,8.5983448,0.0932,832.935456816234
2.85855,8.541399,0.1527,650.7284391941296
1.54698,3.011575,0.1229,725.3429002553552
1.31157,2.2754822,0.093880734,829.91013386342
3.17243,10.194074,0.23599082,523.4458383009764
1.30036,2.2425611,0.0164,1985.6256845605503
1.80481,3.9125102,0.0392,1284.3289509909673
3.17243,10.194074,0.072,947.6611083394527
2.37652,6.2425017,0.1106,764.6131140657092
1.3452,2.3754251,0.0289,1495.7891702681004
2.82492,8.3714933,0.0785,907.5790817829209
1.52456,2.9378483,0.0361,1338.337678660932
2.49983,6.8023267,0.068,975.1352356487873
7.74611,46.405327,0.074,934.7671591180709
4.86514,21.068495,0.0971,816.0367000860484
1.14342,1.5711567,0.0344,1371.0083020402749
1.35641,2.4091308,0.088261622,855.9203532981052
1.09858,1.3612778,0.14640115,664.5796854375659
1.58061,3.123569,0.038050816,1303.5788889705511
1.52456,2.9378483,0.049,1148.7387359547195
3.94592,14.764686,0.1184,738.9983261845341
3.64325,12.893769,0.2358487,523.6035260875378
3.12759,9.950654,0.1208,731.6204543074834
2.5783,7.1688075,0.17876143,601.4262726424818
3.59841,12.625501,0.27275464,486.8926652798531
2.55588,7.063293,0.0806,895.6777483650975
4.19254,16.365351,0.12029143,733.1654013247025
1.42367,2.6154425,0.040744132,1259.7569727070475
2.44378,6.5454121,0.06928583,966.0444147958445
1.87207,4.1632686,0.0385,1295.9520743369212
2.78008,8.1471405,0.0668,983.8549492874535
1.36762,2.4430315,0.037401905,1314.8385977444404
1.40125,2.5458987,0.020063799,1795.1995128541848
3.28453,10.813157,0.15510801,645.6574892151439
2.29805,5.8965974,0.043838816,1214.478687250659
1.36762,2.4430315,0.082240703,886.6983471040935
3.04912,9.5305061,0.072218234,946.2281714000133
1.99538,4.6394796,0.17170806,613.6545591799444
2.79129,8.2029943,0.12558364,717.5509975340484
2.60072,7.2749643,0.10316577,791.6833182881292
1.6815,3.4695604,0.049645366,1141.2477847067487
0.86317,0.57352358,0.028843498,1497.2535164215246
1.83844,4.0370889,0.076,922.3855904710771
2.48862,6.7506189,0.107,777.3693566993334
0.81833,0.47370976,0.013038418,2226.9314871305055
1.37883,2.4771268,0.014350352,2122.697111401811
2.52225,6.9062285,0.0785,907.5790817829209
1.51335,2.9012671,0.080921172,893.8985315788644
2.43257,6.4945178,0.0834,880.5140305080758
2.11869,5.1366839,0.080014293,898.9499649561425
1.74876,7.9997308,0.028,1519.6385083614398
3.57599,12.492237,0.11774151,741.0619336695956
2.56709,7.1159697,0.083994073,877.3946566940323
1.3452,2.3754251,0.048810682,1150.9643394660156
1.43488,2.6505029,0.069773795,962.6604585587781
2.5783,7.1688075,0.098226573,811.3435907066265
2.49983,444.9592,0.0088,2710.6782422540464
2.38773,6.2925768,0.1104,765.3053850215155
1.6815,3.4695604,0.03518154,1355.6946524518635
2.38773,6.2925768,0.1211,730.7136738049624
0.88559,0.62873346,0.0127,2256.4070368175953
1.5694,3.086051,0.0549,1085.2583442584096
1.55819,3.0487196,0.0516,1119.4235910394113
2.41015,6.3932195,0.0886,854.2843393157925
3.48631,11.96501,0.134,694.6513862634677
1.53577,2.9746177,0.0413,1251.2505462759725
1.67029,3.4303813,0.10970871,767.7127470879356
1.21068,1.9283813,0.0338,1383.1234856825802
1.14342,1.5711567,0.0131,2221.691012153908
2.02901,4.773015,0.0769,916.9721297534603
1.96175,4.5075054,0.0409,1257.3542436991072
2.49983,6.8023267,0.11317413,755.8675891070924
11.21,126.49555,0.10356,790.1749998725079
1.40125,2.5458987,0.03317,1396.1965809634348
1.33399,2.3419147,0.06687,983.3398612116854
2.64556,7.4891982,0.1527,650.7284391941296
18.40682,392.83541,0.0353,1353.4180158082845
14.573,273.33208,0.046,1185.6060043804741
1.09858,1.3612778,0.0441,1210.8769473598907
0.99769,0.96382171,0.0576,1059.5173289399045
1.09858,1.3612778,0.0685,971.5698297961972
5.40322,18.999758,0.15179586,652.6635252874189
7.49949,15.398767,0.24310762,515.7271797368471
1.99538,4.6394796,0.0513,1122.6919880416247
1.80481,3.9125102,0.1159,746.9260184615813
2.54467,7.010777,0.1567,642.3693453285775
2.54467,7.010777,0.0494,1144.0785190299036
2.17474,5.369523,0.1087,771.2666166938035
2.00659,4.6838183,0.1817,596.543121325498
1.74876,3.7084594,0.1418,675.2758068433185
4.33827,17.34281,0.0959,821.1263754181167
3.48631,11.96501,0.0602,1036.3848607438558
2.11869,5.1366839,0.0304,1458.4196734039533
2.18595,5.4165988,0.0615,1025.3726944139617
2.56709,7.1159697,0.0699,961.7910204208731
2.79129,8.2029943,0.1151,749.5172700209088
3.43026,11.640251,0.02976735,1473.8361987782473
2.44378,6.5454121,0.0459,1186.8968115176813
2.3541,6.1428456,0.0694,965.2494674681478
1.73755,3.6681895,0.1041,788.1228899300511
12.6673,106.95893,0.0506,1130.4309707617276
1.62545,3.2754986,0.0448,1201.379726630745
2.18595,5.4165988,0.0923,836.9865042815845
2.90339,8.7701168,0.0274,1536.1867840290545
2.63435,7.4354,0.0578,1057.6826655219731
0.82954,0.49738312,0.0216,1730.1845530262176
3.00428,9.2937756,0.149,658.7584085815598
2.32047,5.9945993,0.1271,713.2578015752387
2.66798,7.5972714,0.0962,819.8450330893538
17.39792,451.31576,0.0404,1265.1109751605863
9.5285,70.875645,0.102,796.1945858493874
2.41015,14.80125,0.2573,501.30197175900435
2.23079,5.6065874,0.05023,1134.5867745254748
2.66798,7.5972714,0.11283,757.0194045692874
1.71513,6.5409003,0.03376,1383.9426290683837
3.29574,11.267003,0.01306,2225.090694344769
0.70623,0.28922348,0.0679,975.853038643042
2.92581,8.8991841,0.1035,790.404002920316
2.73524,14.299082,0.1249,719.5120749689312
1.41246,2.5805743,0.0308,1448.918466899608
2.6904,7.7059808,0.0819,888.5407601374485
1.5694,3.086051,0.0531,1103.4992577599799
4.484,30.899238,0.06702,982.2388197050318
1.37883,2.4771268,0.0247,1617.9713580318148
2.94823,9.0013132,0.0497,1140.620339273051
7.27529,41.718746,0.077,916.3764998564096
2.9146,8.8276834,0.1081,773.4040802381055
4.41674,17.878754,0.0974,814.7790008540007
2.19716,5.4638433,0.1064,779.558106286906
2.242,5.6545043,0.04,1271.4207947278853
2.34289,6.0932651,0.075,928.5144658048108
3.76656,13.643414,0.1291,707.7113892414892
2.07385,4.9534779,0.0675,978.7401841192433
2.98186,9.1763296,0.0488,1151.090301846609
1.21068,1.9283813,0.067,982.3854115750676
2.32047,5.9945993,0.0214,1738.250725204991
7.66764,45.610023,0.1488,659.2009739042925
8.1833,50.939114,0.0773,914.5965502966226
2.82492,8.3714933,0.0499,1138.332231975313
3.51994,12.161625,0.0291,1490.640138911469
2.78008,8.1471405,0.04771,1164.165159036893
2.58951,9.681041,0.03817,1301.5421164194859
3.53115,15.678455,0.0824,885.8408427438036
2.47741,6.4995827,0.1178,740.8779349675137
1.95054,10.701269,0.18041,598.6720773031346
2.09627,5.0447392,0.1768,604.7532007114129
9.49487,100.11582,0.1206,732.2268534619866
1.9057,4.2910395,0.164,627.9099743742373
9.10252,61.030331,0.107,777.3693566993334
13.3399,232.01444,0.04217,1238.2761420235229
3.06033,10.901501,0.0923,836.9865042815845
11.27726,245.99887,0.305,460.4361207386436
1.59182,6.4900478,0.03261,1408.1337460462887
2.45499,6.5964694,0.10738518,775.9739308346825
1.65908,3.3913851,0.035958022,1340.9772469779305
10.05537,106.47238,0.0451,1197.3773399599877
2.17474,5.369523,0.0769,916.9721297534603
1.84965,4.0789714,0.1399,679.8458466456076
1.51335,2.9012671,0.2076,558.0917869250851
